other_title,chosen_title,own_title,rate_creative,rate_unique,rate_novel,rate_accurate,rate_practical,rate_similar,gender,age,attention,ID,final_score,is_distracted,feedback,user_batch,bank_position,similarity,sim_type,isSlider,use_table,show_score
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit']",Planetary Parade,,3,2,3,2,4,4,Male,21,Gold,665787cab554501fa07b23f5,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7', 'The Cross Section Of Our Solar System', 'Shattered Influx', 'Celestial Kaleidoscope', 'Martian Canal Building Has Gotten Out Of Hand.', 'The Celestial Clock']",Spacial Alignment,,5,4,5,5,4,3,Female,26,Gold,665cec50c73c7565b3c0706a,,FALSE,,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit', 'Planetary Parade', 'Dance Of The Celestials']",Stars On Their Appointed Path,,4,4,4,4,3,5,Female,24,Space Grey,5d2fc33c3af1410018f872ae,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7', 'The Cross Section Of Our Solar System', 'Shattered Influx', 'Celestial Kaleidoscope']",Martian Canal Building Has Gotten Out Of Hand.,,6,7,6,6,5,3,Male,26,Gold,653e790690444e79ff4b26b0,,FALSE,,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
['Sputnik Fractal'],Sputnik Escape,,4,4,4,4,4,4,Female,27,Gold,5b0f53729663ee000145cb53,,TRUE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit', 'Planetary Parade', 'Dance Of The Celestials', 'Stars On Their Appointed Path']",Pathways Through The Galaxy,,5,5,5,4,5,6,Female,32,Gold,66719d038ef3447d40f8e286,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape']",Underscores Through Outer Space,,4,3,6,5,6,3,Male,28,Gold,5b60ddcc6b25590001782ce4,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7', 'The Cross Section Of Our Solar System', 'Shattered Influx']",Celestial Kaleidoscope,,7,7,7,7,4,6,Male,30,Silver,66c1411cd6c630942ed53b9f,,FALSE,"No feedback. I had fun, thank you =)",COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit']",Planetary Parade,,4,3,3,5,5,5,Male,51,Navy,667227fcda2659556273a9d2,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7', 'The Cross Section Of Our Solar System', 'Shattered Influx', 'Celestial Kaleidoscope', 'Martian Canal Building Has Gotten Out Of Hand.', 'The Celestial Clock']",Spacial Alignment,,5,5,4,5,5,4,Male,39,Gold,633c7424294f7a26710ca395,,FALSE,,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System']",The Space Sundial,,5,5,5,6,5,6,Male,32,Gold,587625efdb3e720001e233fb,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System']",The Space Sundial,,1,1,4,6,4,2,Female,45,Gold,66317eecad508c49c2424f18,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark']",Space Billiards,,7,6,6,6,5,2,Male,19,Gold, 6514157eea2f44959f0c79e6,,FALSE,It was actually a very interesting study. Had fun picking out the names,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit', 'Planetary Parade']",Dance Of The Celestials,,4,5,5,6,3,5,Female,45,Gold,597a5a62ae36d500016cb0a7,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial']",Solar Night The Vibrant Atmosphericsthe Dark Light Space,,5,5,4,4,3,5,Female,21,Gold,6666388ad96197d78e37e96b,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
['Sputnik Fractal'],Sputnik Escape,,7,6,6,7,7,6,Male,28,Gold,65d6f6d66941bacdccd54a08,,TRUE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit']",Planetary Parade,,5,7,5,6,5,2,Male,29,Space Grey,62c8e8bf2d09810208eb27a6,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System']",The Space Sundial,,6,6,6,6,3,3,Male,42,Space Grey,666d501b6228f821af5f1171,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7', 'The Cross Section Of Our Solar System', 'Shattered Influx']",Celestial Kaleidoscope,,6,7,5,4,5,2,Female,28,Gold,665a421acec6848f16a01035,,FALSE,,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7', 'The Cross Section Of Our Solar System', 'Shattered Influx', 'Celestial Kaleidoscope', 'Martian Canal Building Has Gotten Out Of Hand.']",The Celestial Clock,,5,6,6,5,4,5,Male,37,Gold,594e2bb7a402220001d84067,,FALSE,,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial']",Solar Night The Vibrant Atmosphericsthe Dark Light Space,,5,6,6,5,5,6,Male,28,Gold,5ba81e70c2358e0001d27708,,FALSE,Great survey,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
[],Sputnik Fractal,,7,7,7,7,4,7,Male,21,Space Grey,66c5d1accc092f147f94b363,,FALSE,n/a,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits']",Alien Solar System,Underscores Through Outer Escape,6,6,6,5,5,4,Male,35,Gold,665905fe269c7299f759eb07,,TRUE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
other_title,chosen_title,own_title,rate_creative,rate_unique,rate_novel,rate_accurate,rate_practical,rate_similar,gender,age,attention,ID,final_score,is_distracted,feedback,user_batch,bank_position,similarity,sim_type,isSlider,use_table,show_score
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7']",Nebulous Serenity 7,,5,6,6,5,6,3,Female,22,Gold,66b540d8ae2e469a6c537b56,,FALSE,,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit', 'Planetary Parade', 'Dance Of The Celestials', 'Stars On Their Appointed Path', 'Pathways Through The Galaxy', 'Intergalactic Meeting', 'Galaxy Divided']",Galaxy Divided,,7,7,6,6,5,3,Male,43,Gold,5ea38a4693216f1a0310f906,,TRUE,all worked fine,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit', 'Planetary Parade']",Planetary Parade,,5,3,4,3,4,4,Female,25,Gold,65b3891a452fcc01791e27cd,,FALSE,"It was fine I loved the exercise, I looked up all the words and discovered new things",COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Splinters In The Dark', 'Space Billiards', 'Nebulous Serenity 7']",Nebulous Serenity 7,Moon Bender,5,5,4,5,5,4,Male,42,Gold,640105daa923d3f5f2669039,,TRUE,Thanks! I would have liked to have more paintings to name :(,COM6LC8F,corner,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",different,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial', 'Solar Night The Vibrant Atmosphericsthe Dark Light Space', 'Sunburst In A Blue Sky', 'Colourful Celestial Orbit', 'Planetary Parade', 'Dance Of The Celestials', 'Stars On Their Appointed Path']",Stars On Their Appointed Path,,5,6,6,4,4,3,Female,52,Gold,5db222231ff7b4000ab2cfc1,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
"['Sputnik Fractal', 'Sputnik Escape', 'Underscores Through Outer Space', 'Outer Space Fruits', 'Alien Solar System', 'The Space Sundial']",The Space Sundial,,5,5,5,6,6,5,Male,25,Gold,58f0c5123050380001608480,,FALSE,,COM6LC8F,corner,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]",similar,FALSE,TRUE,FALSE
